コード	企業名	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
4372	ユミルリンク	2021/09/22	950	1000	1500	1711	950	1000	清水 亘（上場時49歳9カ月）／1971年生	50	1999	111	5	118281000	3892600	1467400	23.0	63.9	13.0	設備資金、運転資金	3697970000	94.78	7.33	0	0	87.45	5.21	0	0	"ｱｲﾃｯｸ阪急阪神(株)	親会社	3108500	87.45
清水亘	代表取締役社長	260700	7.33
及川英夫	従業員	169200	4.76
佐野拓	従業員	10000	0.28
市川卓也	従業員	6000	0.17"
4018	GeolocationTechnology	2021/09/13	2030	2240	4000	3550	2040	2240	山本 敬介（上場時47歳7カ月）／1974年生	47	2000	37	32	102000000	696000	115000	87.0	0.0	13.0	社債の償還、新商品開発費、運転資金	1412880000	58.83	36.26	3.8200000000000003	18.75	0	0	0	0	"小川武重	エンゼル投資家	174000	30.21
(株)ｴﾚﾌｧﾝﾄ	役員らが議決権の過半数を所有する会社	162000	28.13
(株)ｷｬﾋﾟﾀﾙﾊﾞﾝｸ	小川武重氏またはその親族の資産管理会社	108000	18.75
山本敬介	代表取締役社長	46800	8.13
従業員持株会	特別利害関係者など	14000	2.43
遠藤寿彦	取締役	12000	2.08
新井穣	特別利害関係者など	10000	1.74
星久	特別利害関係者など	10000	1.74
福井隆一	取締役	10000	1.74
道順健雄	特別利害関係者など	8000	1.39"
9242	メディア総研	2021/09/02	2600	2900	3200	3105	2600	2900	田中 浩二（上場時60歳7カ月）／1961年生	60	1993	30	7	64850000	1154000	345000	29.0	58.0	13.0	システム投資、人材投資、本社移転投資	3000400000	96.65	91.29	5.359999999999999	0	0	0.7	0	0	"田中浩二	代表取締役社長	1000000	88.29
野本正生	取締役副社長	34000	3.0
新潟真也	取締役	26400	2.33
谷口陽子	取締役	20400	1.8
吉行亮二	取締役	10000	0.88
門司明子	監査役	5000	0.44
吉居大希	監査役	5000	0.44
馬木均	取締役	4000	0.35
吉原広登	従業員	4000	0.35
沖口由美子	従業員	4000	0.35"
4370	モビルス	2021/09/02	1060	1280	1800	1830	1060	1280	石井 智宏（上場時47歳8カ月）／1973年生	48	2011	71	18	90000000	5570844	1267000	28.4	58.5	13.0	ソフトウエア投資、借入金返済	5905094640	35.620000000000005	35.620000000000005	0	0	0	10.47	27.14	12.76	"ﾗﾝ･ﾎｱﾝ	創業時の代表取締役	1783524	31.12
阮明徳	従業員	600000	10.47
三菱UFJｷｬﾋﾟﾀﾙ5号投組	ベンチャーキャピタル（ファンド）	533556	9.31
NTTｺﾑｳｪｱ(株)	資本業務提携先	521400	9.1
ﾄﾗﾝｽ･ｺｽﾓｽ(株)	ベンチャーキャピタル（ファンド）	366228	6.39
ｸﾞﾛｰﾊﾞﾙ･ｲﾉﾍﾞｰｼｮﾝ･ﾌｧﾝﾄﾞIII	ベンチャーキャピタル（ファンド）	366228	6.39
石井智宏	代表取締役社長	258000	4.5
(株)ｵｳｹｲｳｪｲｳﾞ	資本業務提携先	210000	3.66
KSP4号投組	ベンチャーキャピタル（ファンド）	192000	3.35
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ3号投組	ベンチャーキャピタル（ファンド）	97668	1.7"
2934	ジェイフロンティア	2021/08/27	4120	4190	4000	3560	3950	4190	中村 篤弘（上場時41歳1カ月）／1980年生	41	2008	45	3	26377000	4587000	880000	85.2	5.7	9.1	広告宣伝費、研究開発費、人材の採用費や教育研修費	18898440000	83.35	83.35	0	0	0	0	0	0	"中村篤弘	代表取締役社長執行役員	2467000	59.31
(株)篤志	役員らが議決権の過半数を所有する会社	1000000	24.04
竹尾昌大	特別利害関係者など	470000	11.3
古川一輝	新株予約権信託の受託者	191850	4.61
金田大	-	10000	0.24
柴田恭志	-	10000	0.24
三浦弘人	-	5000	0.12
小山孔司	監査役	2000	0.05
保成久男	監査役	2000	0.05
木川和広	-	2000	0.05"
7126	タンゴヤ	2021/08/24	1570	1600	2000	1703	1540	1600	田城 弘志（上場時56歳5カ月）／1965年生	56	1949	218	27	80000000	1751372	241500	58.0	29.0	13.0	新規出店の販売設備資金、基幹システムの開発資金	2749654040	57.31	51.46	5.85	0	0	0	18.54	1.84	"田城弘志	代表取締役社長	409241	26.62
(株)GSﾏﾈｼﾞﾒﾝﾄ	役員らが議決権の過半数を所有する会社	382000	24.84
みずほ成長支援第2号投組	ベンチャーキャピタル（ファンド）	170000	11.06
田丸祥一	特別利害関係者など	84670	5.51
三菱UFJｷｬﾋﾟﾀﾙ6号投組	ベンチャーキャピタル（ファンド）	65000	4.23
鷹岡(株)	取引先	50000	3.25
ﾅﾝﾄCVC投組	ベンチャーキャピタル（ファンド）	50000	3.25
仏円悠馬	取締役	30000	1.95
名本育広	取締役	30000	1.95
吉田招代	取締役	30000	1.95
ｲｰｴﾑﾈｯﾄｼﾞｬﾊﾟﾝ	資本提携先	28300	1.84
大楊集団有限責任公司	特別利害関係者など	20000	1.3
田丸二朗	特別利害関係者など	20000	1.3"
4076	シイエヌエス	2021/08/20	1650	1940	3300	3010	1700	1940	関根 政英（上場時54歳9カ月）／1966年生	55	1985	163	69	123600000	2828000	598000	53.5	33.4	13.0	人材採用費・教育研修費、研究開発費・資格取得費用、社内基幹システムの強化	4666200000	59.620000000000005	55.14	4.48	0	0	9.01	0	0	"富山広己	代表取締役会長	604800	24.11
N&KT(株)	代表取締役会長の資産管理会社	600000	23.92
関根政英	代表取締役社長	178200	7.11
ｼｲｴﾇｴｽ従業員持株会	特別利害関係者など	134400	5.36
小野間治彦	取締役	112400	4.48
楠見慶太	従業員	112000	4.47
(株)NTTﾃﾞｰﾀ	取引先	100000	3.99
(生協)ｺｰﾌﾟさっぽろ	取引先	100000	3.99
戸田忠志	従業員	60000	2.39
種田政行	従業員	54000	2.15"
9241	フューチャーリンクネットワーク	2021/08/20	2230	2470	5000	4315	2230	2470	石井 丈晴（上場時47歳7カ月）／1973年生	48	2000	91	10	134500000	783000	278800	28.7	58.3	13.0	採用費および人件費	1746090000	79.03	52.28	26.75	0	0	0	0	0	"(株)石井本店	代表取締役の資産管理会社	300000	39.26
石井丈晴	代表取締役	99500	13.02
岡田亮介	取締役	73300	9.59
板倉正弘	取締役	68300	8.94
片町吉男	取締役	62800	8.22
大日本印刷(株)	取引先	62500	8.18
室川敏治	特別利害関係者など	35000	4.58
中島繁	特別利害関係者など	5000	0.65
田中悦郎	特別利害関係者など	5000	0.65
鵜飼一美	特別利害関係者など	5000	0.65"
6227	AIメカテック	2021/07/30	1920	1920	1800	1941	1900	1920	阿部 猪佐雄（上場時65歳4カ月）／1956年生	65	2016	202	2	450000000	5630000	3941000	0.0	87.0	13.0	-	10809600000	2.7600000000000002	1.08	1.6800000000000002	0	0	0.12	97.12	0	"ﾎﾟﾗﾘｽ第三号投組	ベンチャーキャピタル（ファンド）	4233300	73.03
TiaraCGPrivateEquityFund2013LP	ベンチャーキャピタル（ファンド）	1396700	24.09
阿部猪佐雄	代表取締役執行役員社長	62700	1.08
石田茂	取締役執行役員常務	31350	0.54
村上克宏	取締役執行役員専務	31350	0.54
小菅忠男	取締役執行役員	13950	0.24
土屋敬三	執行役員	13950	0.24
野沢貞雄	従業員	6950	0.12
松浦康晴	取締役執行役員	6950	0.12"
9240	デリバリーコンサルティング	2021/07/29	1130	950	1500	1472	850	950	阪口 琢夫（上場時56歳8カ月）／1964年生	57	2003	106	4	29025000	4534000	1308700	11.5	75.5	13.0	採用教育費、人件費、借入金の返済	5123420000	61.69	58.269999999999996	3.42	0	0	1.7800000000000002	0	0	"阪口琢夫	代表取締役社長	2554000	48.41
(株)ﾒﾃﾞｨｱｼｰｸ	その他の関係会社	1464300	27.75
MFｱｾｯﾄ(株)	役員らが議決権の過半数を所有する会社	520000	9.86
ﾄﾗﾝｽ･ｺｽﾓｽ(株)	取引先	361700	6.86
伊藤享弘	取締役	60000	1.14
木村卓司	取締役	60000	1.14
高橋昌樹	取締役	60000	1.14
斎藤敦	従業員	30500	0.58
土井祐史	従業員	24500	0.46
水野悠介	従業員	19700	0.37
緑川貴裕	従業員	19700	0.37"
4075	ブレインズテクノロジー	2021/07/28	1630	1780	5000	4165	1630	1780	斎藤 佐和子（上場時47歳8カ月）／1973年生	48	2008	46	7	72500000	5370000	943000	65.7	21.2	13.0	研究開発費、採用研修費、広告宣伝費、外注費	8753100000	76.2	54.17	22.03	0	0	5.32	13.55	0	"斎藤佐和子	代表取締役社長CEO	3000000	54.17
中沢宣貴	取締役CTO	700000	12.64
NVCC7号投組	ベンチャーキャピタル（ファンド）	300000	5.42
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ2号投組	ベンチャーキャピタル（ファンド）	300000	5.42
河田哲	取締役CFO	250000	4.51
今野勝之	従業員	250000	4.51
三生6号投組	ベンチャーキャピタル（ファンド）	150000	2.71
林琢磨	取締役COO	140000	2.53
榎並利晃	取締役CPO	130000	2.35
田中幸一	従業員	45000	0.81"
7379	サーキュレーション	2021/07/27	1610	1810	2700	3205	1610	1810	久保田 雅俊（上場時38歳9カ月）／1982年生	39	2014	180	5	12000000	8153000	2442600	41.8	45.2	13.0	人件費、マーケティング費、ソフトウエア開発投資、借入金の返済	13126330000	96.16	90.88	5.28	0	0	1.48	0	0	"久保田雅俊	代表取締役CEO	4519200	58.93
(株)ﾆｭｰｱｲﾃﾞﾝﾃｨﾃｨｸﾘｴｲｼｮﾝ	代表取締役の資産管理会社	2450000	31.95
山口征人	取締役	141400	1.84
福田悠	取締役	137900	1.8
村上亮太	執行役員	56000	0.73
鈴木亮裕	執行役員	38500	0.5
柳田直人	執行役員	31500	0.41
信沢みなみ	従業員	28000	0.37
笹島敦史	従業員	28000	0.37
赤羽宏之	従業員	28000	0.37
小野寺貴則	従業員	28000	0.37"
2991	ランドネット	2021/07/21	3680	3830	5000	5320	3680	3830	栄 章博（上場時61歳5カ月）／1960年生	61	1999	379	2	100000000	1428000	410500	69.2	17.8	13.0	不動産取得、システム開発、人件費・採用関連費、本支店造作設備工事	5255040000	97.19	96.96	0.22999999999999998	0	0	0.7499999999999999	0	0	"栄章博	代表取締役社長	572000	48.48
(株)ﾌﾞﾚｲﾝﾈｯﾄ	代表取締役社長が議決権の過半数を所有	572000	48.48
浦好之	取締役	1400	0.12
塩尻直樹	取締役	1350	0.11
柳久之	監査役	1300	0.11
矢嶌卓	従業員	1150	0.1
萬代茂明	従業員	1150	0.1
小礒純	従業員	1150	0.1
中嶌大輔	従業員	1100	0.09
逆瀬川幸生	従業員	1100	0.09
石川裕介	従業員	1100	0.09
高橋寛文	従業員	1100	0.09
竹村徹	従業員	1100	0.09"
7378	アシロ	2021/07/20	1120	1160	1067	1480	1120	1160	中山 博登（上場時38歳4カ月）／1983年生	38	2016	39	6	100000000	6829000	4833600	17.2	69.8	13.0	広告媒体費、人材採用および人件費	7648480000	30.209999999999997	26.15	4.06	0	0	0.43	67.52	0	"J-STAR二号投組	ベンチャーキャピタル（ファンド）	2755500	39.25
中山博登	代表取締役社長	1836000	26.15
MIDWEST MINATO, L.P.	ベンチャーキャピタル（ファンド）	1029600	14.67
Pacific Minato II, L.P.	ベンチャーキャピタル（ファンド）	954900	13.6
川村悟士	取締役CFO	165000	2.35
河原雄太	取締役	90000	1.28
宮崎淳平	特別利害関係者など	60000	0.85
竹田津惇	取締役	30000	0.43
丸田泰広	従業員	30000	0.43
増山雄大	元従業員	30000	0.43"
4074	ラキール	2021/07/16	1300	1400	2000	2480	1300	1400	久保 努（上場時56歳9カ月）／1964年生	57	2017	399	13	341062000	7228500	1449000	58.0	29.0	13.0	開発費、技術系人材の採用・育成費、広告宣伝費、借入金の返済	9397050000	62.519999999999996	50.8	11.719999999999999	0	0	0	0	0	"久保努	代表取締役社長など	3400000	46.24
KST(責)	外部協力者が設立した共同出資組合	1100000	14.96
ﾗｷｰﾙ従業員持株会	特別利害関係者など	724100	9.85
(同)ｼﾝｸﾞﾙ･ﾏｲﾝﾄﾞ	新株予約権信託の受託者	400000	5.44
平間恒浩	取締役、執行役員など	392500	5.34
(株)Kｺｰﾎﾟﾚｰｼｮﾝ	役員らが議決権の過半数を所有する会社	245600	3.34
西村浩	取締役、執行役員など	192500	2.62
川上嘉章	取締役、執行役員	147800	2.01
雄谷淳	取締役、執行役員など	128900	1.75
川西幹	子会社の元取締役	100000	1.36
金子英樹	元取締役	100000	1.36
TH COMPANY(株)	役員らが議決権の過半数を所有する会社	90000	1.22"
7792	コラントッテ	2021/07/08	1000	1100	1500	1385	1000	1100	小松 克已（上場時64歳5カ月）／1957年生	64	1997	88	4	10000000	8600000	2472500	24.3	62.7	13.0	プロモーション費用、EC取引拡大のためのマーケティング費用、採用活動費・人件費	8600000000	98.14	97.22	0.9199999999999999	0	0	0.81	0	0	"小松克已	代表取締役社長	3200000	38.89
(株)ｱｰｸ･ｸｴｽﾄ	役員らが議決権の過半数を所有する会社	3200000	38.89
小松由美子	取締役、代表取締役社長の配偶者	800000	9.72
和田百子	代表取締役社長の血族	800000	9.72
森田仁	取締役	40000	0.49
武市強	従業員	20000	0.24
上田宗則	取締役	20000	0.24
巴山信晴	従業員	16000	0.19
六藤広平	取締役	16000	0.19
和田敏弘	従業員	16000	0.19
宮本敬樹	従業員	16000	0.19"
7376	BCC	2021/07/06	1210	1300	4000	3350	1180	1300	伊藤 一彦（上場時46歳7カ月）／1974年生	47	2014	151	20	24000000	1061000	299000	66.9	20.1	13.0	人件費、プロモーション活動費、基幹システム・情報機器購入	1283810000	47.940000000000005	38.760000000000005	9.18	0	0	0	15.349999999999998	0	"伊藤一彦	代表取締役社長	288000	31.01
社員持ち株会	特別利害関係者など	102300	11.01
伊藤貴子	代表取締役社長の配偶者	72000	7.75
ﾌﾟﾗｽ(株)	特別利害関係者など	60000	6.46
K&Pﾊﾟｰﾄﾅｰｽﾞ1号投組	ベンチャーキャピタル（ファンド）	60000	6.46
中山保代	特別利害関係者など	48000	5.17
みずほ成長支援投組	ベンチャーキャピタル（ファンド）	45000	4.85
安原弘之	専務取締役	42600	4.59
岡林靖朗	常務取締役	42600	4.59
荒川弘也	特別利害関係者など	40500	4.36
三生6号投組	ベンチャーキャピタル（ファンド）	37500	4.04"
4071	プラスアルファ・コンサルティング	2021/06/30	1940	2300	3000	2720	2100	2300	三室 克哉（上場時52歳4カ月）／1969年生	52	2006	186	6	10000000	40050000	10916300	0.5	86.5	13.0	人件費、広告宣伝	77697000000	61.989999999999995	58.44	3.55	0	0	0	34.18	0	"三室克哉	代表取締役社長	15724800	36.51
野村ｷｬﾋﾟﾀﾙ･ﾊﾟｰﾄﾅｰｽﾞ第一号投組	ベンチャーキャピタル（ファンド）	14720000	34.18
鈴村賢治	取締役副社長	9443200	21.93
辻本秀幸	特別利害関係者など	520000	1.21
竹内孝	取締役	496000	1.15
金子若葉	取締役	496000	1.15
松原雅仁	執行役員	163600	0.38
山崎雄司	執行役員	131600	0.31
西田紀雄	執行役員	119200	0.28
下村真由	執行役員	119200	0.28"
4937	Waqoo	2021/06/29	1880	1920	2500	2362	1780	1920	井上 裕基（上場時46歳2カ月）／1975年生	46	2005	68	13	334293000	2924778	585900	32.7	54.3	13.0	広告宣伝	5498582640	69.44000000000001	64.74000000000001	4.7	0	0	0	15.44	0	"(株)M&M	役員らが議決権の過半数を所有する会社	1081300	36.31
井上裕基	代表取締役社長	846860	28.43
ﾆｯｾｲ･ｷｬﾋﾟﾀﾙ9号投組	ベンチャーキャピタル（ファンド）	360000	12.09
中上慶一	専務取締役	140000	4.7
高橋俊和	新株予約権信託の受託者	140000	4.7
(株)ﾍﾞｸﾄﾙ	特別利害関係者など	79000	2.65
(株)ｵｰｸﾌｧﾝ	特別利害関係者など	55450	1.86
SBI4&5投組	ベンチャーキャピタル（ファンド）	54056	1.82
(株)ｾﾚｽ	特別利害関係者など	45450	1.53
みずほ成長支援第3号投組	ベンチャーキャピタル（ファンド）	45450	1.53
(株)ﾌﾞﾘｰﾁ	特別利害関係者など	21000	0.71"
4069	BlueMeme	2021/06/29	2510	2820	3400	2850	2400	2820	松岡 真功（上場時46歳5カ月）／1975年生	46	2006	66	26	206187000	3199946	984400	45.7	41.2	13.0	人件費、広告宣伝、研究開発、システム開発	8031864460	39.45	26.72	12.73	0	0	0	36.84	0	"ｲﾝﾃｯｸ･ｱｲﾃｨ2号投組	ベンチャーキャピタル（ファンド）	840000	27.2
松岡真功	代表取締役社長	460000	14.9
BMﾄﾗｽﾄ(株)	代表取締役社長の資産管理会社	365000	11.82
MICｲﾉﾍﾞｰｼｮﾝ4号投組	ベンチャーキャピタル（ファンド）	297618	9.64
辻口真理子	取締役COO	175000	5.67
ﾓﾊﾞｲﾙｸﾘｴｲﾄ(株)	特別利害関係者など	148808	4.82
朱未	取締役CTO	120000	3.89
市川玲	取締役CFO	98000	3.17
情報技術開発(株)	特別利害関係者など	89284	2.89
原田実	特別利害関係者など	59522	1.93"
4070	リヴァンプ	2021/06/29	2710				2710	3100	湯浅 智之（上場時44歳8カ月）／1976年生	45	2005	232	11	100000000	8525180	1472000	19.0	67.9	13.0	人材採用および人件費、本社オフィス増床、研究開発、ソフトウエア開発	23103237800	69.55	48.1	21.45	0	0	0	0	0	"湯浅智之	代表取締役社長執行役員CEO	2456140	30.13
ｶﾙﾁｭｱ･ｺﾝﾋﾞﾆｴﾝｽ･ｸﾗﾌﾞ(株)	その他の関係会社	1600000	19.63
沢田貴司	創業者	1260000	15.46
斎藤武一郎	取締役執行役員CMO	796140	9.77
瓜生健太郎	取締役	500000	6.13
伊藤雅俊	特別利害関係者など	400000	4.91
玉塚元一	創業者	205000	2.51
千田勇一	取締役執行役員	181520	2.23
大山拓也	取締役執行役員CFO	100000	1.23
安藤大祐	執行役員	90000	1.1
福部明浩	子会社の取締役	80920	0.99"
7699	オムニ・プラス・システム・リミテッド	2021/06/29	950	960	1400	1510	940	960	ネオ・プアイ・ケオン（上場時55歳8カ月）／1965年生	56	2002	40	5	2017636325	20925844	1012000	87.0	0.0	13.0	運転資金	19879551800	66.22999999999999	66.22999999999999	0	0	0	0	0	0	"Neo Puay Keong	最高経営責任者（CEO）	8065196	40.23
ITOCHU Plastics Pte. Ltd.	その他の関係会社	5315384	26.52
D3cube Venture Pte Ltd	CEOの配偶者である役員が全株保有	4009168	20.0
Ang Whai Hoon	特別利害関係者など	1453344	7.25
Omni-2025 Pte Ltd	CEOの配偶者である役員が全株保有	1202752	6.0"
7374	コンフィデンス	2021/06/28	1720	1760	3000	2911	1680	1760	沢岻 宣之（上場時49歳7カ月）／1971年生	50	2014	729	31	257500000	4560000	621000	46.7	40.3	13.0	新規拠点の開設、人材採用および人件費、自社メディア運営にかかる初期投資	7843200000	20.26	18.810000000000002	1.45	0	0	0	61.27	0	"(株)ｱﾐｭｰｽﾞｷｬﾋﾟﾀﾙｲﾝﾍﾞｽﾄﾒﾝﾄ	ベンチャーキャピタル（ファンド）	1584000	34.81
(株)ｱﾐｭｰｽﾞｷｬﾋﾟﾀﾙ	ベンチャーキャピタル（ファンド）	804000	17.67
中山隼雄	ｱﾐｭｰｽﾞｷｬﾋﾟﾀﾙの代表取締役会長	780000	17.14
SBI Ventures Two(株)	ベンチャーキャピタル（ファンド）	400000	8.79
木村重晴	特別利害関係者など	238000	5.23
沢岻宣之	代表取締役社長	76000	1.67
吉川拓朗	常務取締役	66000	1.45
中村俊一	特別利害関係者など	48000	1.05
泉水敬	特別利害関係者など	48000	1.05
鎌田和彦	特別利害関係者など	40000	0.88
有馬誠	特別利害関係者など	40000	0.88"
5759	日本電解	2021/06/25	2480	1900	1757	1900	1800	2480	中島 英雅（上場時67歳0カ月）／1954年生	67	2016	204	3	100000000	7250000	5645400	0.9	87.7	11.4	車載電池用銅箔の生産設備新設	17980000000	0	0	0	0	0	0	89.0	0	"MSD第一投組	ベンチャーキャピタル（ファンド）	6408000	89.0
日鉄ｹﾐｶﾙ&ﾏﾃﾘｱﾙ(株)	特別利害関係者など	720000	10.0
徳岡工業(株)	特別利害関係者など	72000	1.0"
7096	ステムセル研究所	2021/06/25	2540	2800	4000	4830	2540	2800	清水 崇文（上場時48歳3カ月）／1973年生	48	1999	80	26	374820000	5123300	955400	26.8	60.1	13.0	細胞保管センターの拡充、顧客管理ITシステムの導入、 細胞処理・細胞保管センターの新設	13013182000	89.5	0	0	0	89.5	0	1.73	0	"(株)ﾄﾘﾑﾒﾃﾞｨｶﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ	親会社	4356100	89.5
山本邦松	特別利害関係者など	86100	1.77
名古屋中小企業投資育成	ベンチャーキャピタル（ファンド）	84000	1.73
森雅徳	特別利害関係者など	62300	1.28
若松茂美	特別利害関係者など	51800	1.06
ｼﾉ ｾﾙ ﾃｸﾉﾛｼﾞｰｽﾞ ｲﾝｸ	特別利害関係者など	35000	0.72
友清彰	特別利害関係者など	25200	0.52
浅井芳明	特別利害関係者など	24500	0.5
野上大介	特別利害関係者など	14000	0.29
森崎弘司	特別利害関係者など	14000	0.29
浦野晃義	特別利害関係者など	14000	0.29"
4200	HCSホールディングス	2021/06/24	1730	1800	2700	2210	1660	1800	加藤 俊彦（上場時70歳3カ月）／1951年生	70	2016	31	66	90000000	2520000	724500	49.7	37.3	13.0	サービス拡大、借入金の返済	4359600000	33.910000000000004	14.72	19.19	0	0	0	4.59	0	"宮本公	取締役会長	501600	19.19
日本ﾕﾆｼｽ(株)	特別利害関係者など	372000	14.23
(株)東陽建物	役員らが議決権の過半数を所有する会社	202800	7.76
従業員持ち株会	特別利害関係者など	146800	5.62
牟田口陽介	子会社の代表取締役社長	123600	4.73
AGｷｬﾋﾟﾀﾙ(株)	ベンチャーキャピタル（ファンド）	120000	4.59
沖電気工業(株)	特別利害関係者など	120000	4.59
(株)きんでん	特別利害関係者など	120000	4.59
田上泰利	特別利害関係者など	60000	2.29
加藤俊彦	代表取締役社長	58400	2.23
(株)みずほ銀行	特別利害関係者など	50400	1.93
(株)三菱UFJ銀行	特別利害関係者など	50400	1.93"
4932	アルマード	2021/06/24	840	880	900	861	840	880	荒西 俊和（上場時44歳9カ月）／1976年生	45	2000	36	16	110000000	10394000	6095000	0.8	86.1	13.0	全社広告、ブランディング費用	8730960000	16.830000000000002	15.860000000000001	0.97	0	0	0	67.87	0	"ｱﾝﾄ･ﾌﾞﾘｯｼﾞ4号A投組	ベンチャーキャピタル（ファンド）	6870000	66.42
(株)DALMA	役員らが議決権の過半数を所有する会社	1540000	14.89
鈴江由美	顧問、元代表取締役	500000	4.83
ｸﾞﾘｰﾝｺｱ(株)	特別利害関係者など	500000	4.83
CBC(株)	特別利害関係者など	200000	1.93
みずほ成長支援投組	ベンチャーキャピタル（ファンド）	150000	1.45
(株)ﾋﾄ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ	特別利害関係者など	100000	0.97
大幸薬品(株)	特別利害関係者など	100000	0.97
保科史朗	常務取締役	100000	0.97
長谷部裕二	取締役、創業者の近親者	100000	0.97"
4068	ベイシス	2021/06/24	1960	2040	5000	5200	1960	2040	吉村 公孝（上場時48歳8カ月）／1972年生	49	2000	330	5	93470000	1758100	401300	48.8	38.1	13.0	設備投資、運転資金、借入金返済	3445876000	85.32	84.55	0.77	0	0	0.65	0.43	0	"ﾜｲｽﾞﾏﾈｰｼﾞﾒﾝﾄ(株)	役員らが議決権の過半数を所有する会社	875000	53.42
吉村公孝	代表取締役社長	510000	31.13
従業員持ち株会	特別利害関係者など	115000	7.02
Accuver(株)	特別利害関係者など	55000	3.36
和田健士	元取締役	7500	0.46
高野竜介	取締役、執行役員	7500	0.46
三菱UFJｷｬﾋﾟﾀﾙ4号投組	ベンチャーキャピタル（ファンド）	7100	0.43
遊佐武文	従業員	5500	0.34
田中裕輔	取締役、執行役員	5000	0.31
松下弘樹	従業員	5000	0.31"
7318	セレンディップ・ホールディングス	2021/06/24	1130	1130	2000	1656	1030	1130	竹内 在（上場時50歳7カ月）／1970年生	51	2006	25	30	593978000	4229380	977400	87.0	0.0	13.0	人材の確保・育成、研究開発費、システム投資、運転資金	4779199400	54.879999999999995	54.879999999999995	0	0	0	0	4.6	0	"高村徳康	代表取締役会長など	722850	19.39
竹内在	代表取締役社長など	722850	19.39
諸戸ｸﾞﾙｰﾌﾟﾏﾈｼﾞﾒﾝﾄ(株)	特別利害関係者など	450000	12.07
一徳(同)	役員らが議決権の過半数を所有する会社	300000	8.05
ﾈｸｽﾄｼｰｸｴﾝｽ(同)	役員らが議決権の過半数を所有する会社	300000	8.05
(株)ｶﾘﾝ	特別利害関係者など	171430	4.6
ｱﾝﾄ･ﾌﾞﾘｯｼﾞ4号A投組	ベンチャーキャピタル（ファンド）	171420	4.6
従業員持ち株会	特別利害関係者など	141390	3.79
芦部喜一	特別利害関係者など	64000	1.72
(株)大垣共立銀行	特別利害関係者など	57150	1.53
東山(株)	特別利害関係者など	57150	1.53"
7345	アイ・パートナーズフィナンシャル	2021/06/23	2940	3120	9000	9880	2940	3120	田中 譲治（上場時64歳4カ月）／1957年生	64	2006	37	164	144585000	791000	115000	87.0	0.0	13.0	出店、人件費・採用費、システム投資、プラットフォーム増強	2325540000	28.22	6.04	22.18	0	0	2.83	0	0	"石原章太郎	委任契約先	89200	11.47
中道謙	特別利害関係者など	80000	10.29
田中譲治	代表取締役社長など	47000	6.04
原田茂行	委任契約先	28000	3.6
塩本かおり	執行役員	27800	3.58
守屋顕一	取締役など	27800	3.58
島田和紀	取締役など	27800	3.58
浜崎洋	従業員、子会社取締役	26200	3.37
諸富滋	執行役員など	22200	2.85
清田秀彦	委任契約先、子会社従業員	22000	2.83
松波精二	取締役	22000	2.83
吉川昌利	取締役(監査等委員)	18600	2.39"
7373	アイドマ・ホールディングス	2021/06/23	1830	1930	3500	3430	1830	1930	三浦 陽平（上場時38歳3カ月）／1983年生	38	2008	136	9	49050000	7376000	1575500	60.3	26.7	13.0	採用費、広告宣伝費、システム開発費、オフィス移転費など	13498080000	88.67	86.38	2.29	0	0	0	7.119999999999999	0	"JPM(株)	役員らが議決権の過半数を所有する会社	3000000	44.71
三浦陽平	代表取締役社長	2791200	41.6
K&Pﾊﾟｰﾄﾅｰｽﾞ2号投組	ベンチャーキャピタル（ファンド）	273000	4.07
佐賀寛厚	顧問弁護士、新株予約権信託の受託者	253200	3.77
K&Pﾊﾟｰﾄﾅｰｽﾞ3号投組	ベンチャーキャピタル（ファンド）	153000	2.28
三浦和広	取締役	134520	2.0
識学1号投組無限責任組合員	ベンチャーキャピタル（ファンド）	51390	0.77
阿部光良	取締役	19290	0.29
若林稔	監査役	4800	0.07
(株)ｺﾊﾞ	役員らが議決権の過半数を所有する会社	4800	0.07"
