日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2024-05-13	年次	当期				会社名	CompanyName			カメイ株式会社	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					TokyoStockExchange			東	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期				証券コード	SecuritiesCode			80370	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期				URL	URL			https://www.kamei.co.jp/	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期				代表者の役職	TitleRepresentative			代表取締役社長	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期				代表者名	NameRepresentative			亀井昭男	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					TitleInquiries			管理部長	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					NameInquiries			遠藤忠章	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					Tel			022-264-6112	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					DateOfGeneralShareholdersMeetingAsPlanned			2024年6月27日	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					DividendPayableDateAsPlanned			2024年6月28日	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					AnnualSecuritiesReportFilingDateAsPlanned			2024年6月28日	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					SupplementalMaterialOfAnnualResults			無	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					ConveningBriefingOfAnnualResults			無	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期					NoteToFractionProcessingMethod			（百万円未満切捨て）	CurrentYearInstant	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		売上高	NetSales	572233000000	JPY	572,233	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		売上高の増減率	ChangeInNetSales	0.038	Pure	3.8	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		営業利益	OperatingIncome	15671000000	JPY	15,671	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		営業利益の増減率	ChangeInOperatingIncome	0.003	Pure	0.3	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		経常利益	OrdinaryIncome	17053000000	JPY	17,053	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		経常利益の増減率	ChangeInOrdinaryIncome	0.023	Pure	2.3	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	10111000000	JPY	10,111	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	0.181	Pure	18.1	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		売上高	NetSales	551245000000	JPY	551,245	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		売上高の増減率	ChangeInNetSales	0.142	Pure	14.2	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		営業利益	OperatingIncome	15619000000	JPY	15,619	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		営業利益の増減率	ChangeInOperatingIncome	0.235	Pure	23.5	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		経常利益	OrdinaryIncome	16668000000	JPY	16,668	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		経常利益の増減率	ChangeInOrdinaryIncome	0.132	Pure	13.2	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	8562000000	JPY	8,562	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	0.006	Pure	0.6	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		包括利益	ComprehensiveIncome	16349000000	JPY	16,349	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	0.241	Pure	24.1	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		包括利益	ComprehensiveIncome	13171000000	JPY	13,171	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	0.149	Pure	14.9	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		1株当たり当期純利益	NetIncomePerShare	300.93	JPYPerShares	300.93	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		自己資本当期純利益率(ROE)	NetIncomeToShareholdersEquityRatio	0.070	Pure	7.0	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		総資産経常利益率(ROA)	OrdinaryIncomeToTotalAssetsRatio	0.054	Pure	5.4	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		売上高営業利益率	OperatingIncomeToNetSalesRatio	0.027	Pure	2.7	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		1株当たり当期純利益	NetIncomePerShare	254.84	JPYPerShares	254.84	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		自己資本当期純利益率(ROE)	NetIncomeToShareholdersEquityRatio	0.065	Pure	6.5	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		総資産経常利益率(ROA)	OrdinaryIncomeToTotalAssetsRatio	0.056	Pure	5.6	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		売上高営業利益率	OperatingIncomeToNetSalesRatio	0.028	Pure	2.8	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		持分法投資損益	InvestmentProfitLossOnEquityMethod	218000000	JPY	218	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		持分法投資損益	InvestmentProfitLossOnEquityMethod	229000000	JPY	229	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		総資産	TotalAssets	324610000000	JPY	324,610	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		純資産	NetAssets	159067000000	JPY	159,067	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		自己資本比率	CapitalAdequacyRatio	0.465	Pure	46.5	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		1株当たり純資産	NetAssetsPerShare	4494.24	JPYPerShares	4,494.24	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		総資産	TotalAssets	307556000000	JPY	307,556	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		純資産	NetAssets	144299000000	JPY	144,299	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		自己資本比率	CapitalAdequacyRatio	0.446	Pure	44.6	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		1株当たり純資産	NetAssetsPerShare	4079.60	JPYPerShares	4,079.60	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		自己資本	OwnersEquity	151006000000	JPY	151,006	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		自己資本	OwnersEquity	137076000000	JPY	137,076	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		営業キャッシュフロー	CashFlowsFromOperatingActivities	25035000000	JPY	25,035	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		投資キャッシュフロー	CashFlowsFromInvestingActivities	-11663000000	JPY	11,663	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		財務キャッシュフロー	CashFlowsFromFinancingActivities	-6495000000	JPY	6,495	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		現金及び現金同等物の期末残高	CashAndEquivalentsEndOfPeriod	50864000000	JPY	50,864	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		営業キャッシュフロー	CashFlowsFromOperatingActivities	13652000000	JPY	13,652	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		投資キャッシュフロー	CashFlowsFromInvestingActivities	-9722000000	JPY	9,722	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		財務キャッシュフロー	CashFlowsFromFinancingActivities	-1873000000	JPY	1,873	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績		現金及び現金同等物の期末残高	CashAndEquivalentsEndOfPeriod	42967000000	JPY	42,967	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	18.50	JPYPerShares	18.50	PriorYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	単体	実績	期末	1株当たり配当金	DividendPerShare	22.00	JPYPerShares	22.00	PriorYearDuration_YearEndMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	単体	実績	合計	1株当たり配当金	DividendPerShare	40.50	JPYPerShares	40.50	PriorYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	単体	実績	合計	配当金総額	TotalDividendPaidAnnual	1360000000	JPY	1,360	PriorYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績	合計	配当性向	PayoutRatio	0.159	Pure	15.9	PriorYearDuration_AnnualMember_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	連結	実績	合計	純資産配当率	RatioOfTotalAmountOfDividendsToNetAssets	0.011	Pure	1.1	PriorYearDuration_AnnualMember_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	22.00	JPYPerShares	22.00	CurrentYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績	期末	1株当たり配当金	DividendPerShare	26.00	JPYPerShares	26.00	CurrentYearDuration_YearEndMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績	合計	1株当たり配当金	DividendPerShare	48.00	JPYPerShares	48.00	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績	合計	配当金総額	TotalDividendPaidAnnual	1612000000	JPY	1,612	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績	合計	配当性向	PayoutRatio	0.160	Pure	16.0	CurrentYearDuration_AnnualMember_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績	合計	純資産配当率	RatioOfTotalAmountOfDividendsToNetAssets	0.011	Pure	1.1	CurrentYearDuration_AnnualMember_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	単体	予想	第2四半期末	1株当たり配当金	DividendPerShare	28.00	JPYPerShares	28.00	NextYearDuration_SecondQuarterMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	単体	予想	期末	1株当たり配当金	DividendPerShare	28.00	JPYPerShares	28.00	NextYearDuration_YearEndMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	単体	予想	合計	1株当たり配当金	DividendPerShare	56.00	JPYPerShares	56.00	NextYearDuration_AnnualMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想	合計	配当性向	PayoutRatio	0.198	Pure	19.8	NextYearDuration_AnnualMember_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績	合計	配当の注記	NoteToDividends			（注）2023年３月期の期末配当金の内訳 普通配当20円00銭 記念配当２円00銭	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		業績予想の見出し	TitleForForecasts			3. 2025年 3月期の連結業績予想（2024年 4月 1日～2025年 3月31日）	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		売上高	NetSales	254000000000	JPY	254,000	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		売上高の増減率	ChangeInNetSales	-0.031	Pure	3.1	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		営業利益	OperatingIncome	6000000000	JPY	6,000	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		営業利益の増減率	ChangeInOperatingIncome	-0.169	Pure	16.9	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		経常利益	OrdinaryIncome	6700000000	JPY	6,700	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		経常利益の増減率	ChangeInOrdinaryIncome	-0.139	Pure	13.9	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		当期純利益	NetIncome	4000000000	JPY	4,000	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		当期純利益の増減率	ChangeInNetIncome	-0.161	Pure	16.1	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次		連結	予想		1株当たり当期純利益	NetIncomePerShare	119.05	JPYPerShares	119.05	NextAccumulatedQ2Duration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		売上高	NetSales	569000000000	JPY	569,000	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		売上高の増減率	ChangeInNetSales	-0.006	Pure	0.6	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		営業利益	OperatingIncome	14700000000	JPY	14,700	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		営業利益の増減率	ChangeInOperatingIncome	-0.062	Pure	6.2	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		経常利益	OrdinaryIncome	16000000000	JPY	16,000	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		経常利益の増減率	ChangeInOrdinaryIncome	-0.062	Pure	6.2	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		当期純利益	NetIncome	9500000000	JPY	9,500	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		当期純利益の増減率	ChangeInNetIncome	-0.060	Pure	6.0	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	来期	連結	予想		1株当たり当期純利益	NetIncomePerShare	282.74	JPYPerShares	282.74	NextYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績			MaterialChangesInSubsidiariesDuringThisPeriodChangesInScopeOfConsolidationsResultingFromChangeIsSubsidiaries			無	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		会計基準等の改正に伴う変更	ChangesBasedOnRevisionsOfAccountingStandard			無	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		それ以外の会計方針の変更	ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard			無	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		会計上の見積りの変更	ChangesInAccountingEstimates			無	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	連結	実績		修正再表示	RetrospectiveRestatement			無	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	37591969	Shares	37,591,969	CurrentYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	37591969	Shares	37,591,969	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		期末自己株式数	NumberOfTreasuryStockAtTheEndOfFiscalYear	3991851	Shares	3,991,851	CurrentYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	単体	実績		期末自己株式数	NumberOfTreasuryStockAtTheEndOfFiscalYear	3991538	Shares	3,991,538	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		期中平均株式数	AverageNumberOfShares	33600292	Shares	33,600,292	CurrentYearDuration_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	前期	単体	実績		期中平均株式数	AverageNumberOfShares	33600504	Shares	33,600,504	PriorYearDuration_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		売上高	NetSales	354099000000	JPY	354,099	CurrentYearDuration_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		売上高の増減率	ChangeInNetSales	0.015	Pure	1.5	CurrentYearDuration_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		営業利益	OperatingIncome	5073000000	JPY	5,073	CurrentYearDuration_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		営業利益の増減率	ChangeInOperatingIncome	-0.293	Pure	29.3	CurrentYearDuration_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		経常利益	OrdinaryIncome	6392000000	JPY	6,392	CurrentYearDuration_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
2024-05-13	年次	当期	単体	実績		経常利益の増減率	ChangeInOrdinaryIncome	-0.225	Pure	22.5	CurrentYearDuration_NonConsolidatedMember_ResultMember	/disc/80370/081220240502581882_tse-acedjpsm-80370-20240502581882-ixbrl.htm
